singer,song,album,lyrics
Ahmet Kaya,Ayrılığın Hediyesi,Dinle Sevgili Ülkem,"Şimdi saat sensizliği ertesi,
Yıldız dolmuş, gökyüzü ay-aydın (x2)
Avutulmuş çocuklar, çoktan sustu(x2)
Bir ben kaldım, bir ben kaldım,
Tenhasında gecenin, avutulmamış ben (x2)
Şimdi gözlerime ağlamayı öğrettim, 
Ki bu yaşlar, utangaç boynunun kolyesi olsun 
Şimdi gözlerime ağlamayı öğrettim, 
Ki bu yaşlar, utangaç boynunun kolyesi olsun 
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Soytarılık etmeden güldürebilmek seni,
Ekmek çalmadan doyurabilmek
Ve haksızlık etmeden doğan güneşe,
Bütün aydınlıkları içine süzebilmek gibi 
Mülteci isteklerim oldu ara sıra, biliyorsun 
Şimdi iyi niyetlerimi 
Bir bir yargılayıp asıyorum 
Bu son olsun, bu son olsun!
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Şimdi saat yokluğunun belası 
Sensiz gelen sabaha günaydın! (x2) İşi-gücü olanlar çoktan gitti, işi-gücü olanlar çoktan gitti
Bir ben kaldım, bir ben kaldım, 
Voltasında gecenin, hiç uyumamış ben 
Bir ben kaldım, bir ben kaldım, 
Voltasında gecenin, hiç uyumamış ben 
Şimdi gözlerime ağlamayı öğrettim, 
Ki bu yaşlar, utangaç boynunun kolyesi olsun 
Şimdi gözlerime ağlamayı öğrettim, 
Ki bu yaşlar, utangaç boynunun kolyesi olsun 
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Kafamı duvara vurmadan tanıyabilmek seni,
Beyninin içindekileri anlayabilmek, 
Ve yitirmeden, yüzündeki anlık tebessümü,
Bütün saatleri öylece dondurabilmek için,
Çıldırasıya paraladım kendimi
Lanet olsun! 
Artık sigarayı üç pakete çıkardım günde 
Olsun gözüm olsun, ne olacaksa olsun! 
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun
Bu da benim sana, bu da benim sana ayrılırken hediyem olsun (x2)"
Ahmet Kaya,Ağladıkça,Şarkılarım Dağlara,"Dağlarda öfkeli başım,
Serhatta hep akşam oluyor
Nasipsiz kıştan mı ?
Yağmurdan mı yoksa aşktan mı ?
Ağladıkça ağladıkça, dağlarımız yeşerecek
Görecek göreceksin, ağladıkça ağladıkça
Geceyi tutacağız, görecek göreceksin
Ağladıkça ağladıkça güneşi tutacağız
Görecek göreceksin
İlk yazda bitti telaşım
Alnımda hep kavga duruyor
Vakitsiz hırstan mı ?
Bahardan mı yoksa aşktan mı ?
Ağladıkça ağladıkça, bozkırlar yeşerecek
Görecek göreceksin, ağladıkça ağladıkça
Güneşi tutacağız, görecek göreceksin"
Ahmet Kaya,Ağlama Bebeğim,Dinle Sevgili Ülkem,"Ağlama bebek, ağlama sende, 
Umut sende yarın sende 
Yağmur gibi gözlerinden akan yaş niye, 
Bu suskunluk, bu durgunluk, sıkıntın niye 
Çok uzakta öyle bir yer var 
O yerlerde mutluluklar 
Paylaşılmaya hazır 
Bir hayat var 
Ağlama bebeğim ağlama sende 
Acı sende hasret sende 
Dalıp dalıp derinlere düşünmen niye, 
Bu küskünlük, bu dargınlık, kızgınlık niye"
Ahmet Kaya,Bacalar & Kara Toprak (Mamoş),Resitaller,"Bizim evin bacaları aman aman kader
Yanmaz oldu sobaları aman aman kader
Yarim gitti gelmez oldu aman aman kader
Bu da bana bin dert oldu aman aman kader
Bahçelerde yeşil yaprak
Mamoş giyer kara kaban
Gel ikimiz sarılalım
En sonumuz kara toprak
Eyvah eyvah mamoş eyvah
Doktor getir yarama bak
Ben kapıyı araladım Ben bahtımı karaladım
Eyvah eyvah eyvah eyvah
Ben mamoşu yaraladım
Uyan mamoş uyan uyan
Pencereden bir taş geldi
Ben zannettim mamoş geldi
Uyan mamoş uyan uyan
Başımıza neler geldi
Eyvah eyvah mamoş eyvah
Doktor&tabip getir yarama bak"
Ahmet Kaya,Bahtiyar,Resitaller,"Geçiyor önümden
Sirenler içinde
Ak eller ustunde
Çiçekler içinde
Dudaginda yarım
Birsevdanın hüznü
Aslan gibi gögsü türküler içinde
Rastlardım avluda
Hep volta atarken
Cigara içerken yahut coplanırken
Kimseyle konuşmaz
Dal gibi titrerdi
Çocukça sevdiği çiçeği sularken
Diyarbakırlıymış adı bahtiyar Suçu saz çalmakmış
Öğrendiğim kadar
Geçiyor önümden gül yüzlü bahtiyar
Yaralıyım yerde kalan sazı kadar
Benide saldılar o kaldı içerde
Çok sonra duydum ki
Yozgatta sürgünde
Ne yapsa ne etse üstüne gitmişler
Mavi gökyüzünü ona dar etmişler
Gazete çıktı üç satır yazıyla
Uzamış sakalı çatlamış sazıyla
Birileri ona ölmedin diyordu
Ölüm ilanında hüzünle gülüyordu"
Ahmet Kaya,Başkaldırıyorum,Baş Kaldırıyorum,"Cevap veriyorum 
Eli böğründe analardan 
Mahpuslardan ve acılardan 
Çokça bahsediyorum 
Çünkü başını kuma 
Saklayanlardan tiksindim 
Başkaldırıyorum  
Yine söylüyorum 
Kırmızı rujlu sokakların 
Aşağılık pazarlıkların 
Adı anılmayacak benle 
Bir çiçeğim halk ormanında fışkırdım  
Başkaldırıyorum  
Ben bir bıçak ucuyum 
Kavga vermiş halkına 
Başkaldırıyorum işte&hey 
Varın benim farkıma  
Yine söylüyorum; 
Gözü bağlanmış korkulardan Yasaklardan baskılardan 
Asla irkilmiyorum 
Çünkü kan emici yarasadan çıldırdım 
Başkaldırıyorum  
Yemin ediyorum; 
Üç kağıtçının pezevengin 
Teslimiyetin ve mihnetin 
Yolu uğramayacak bana 
Bir dalgayım halk denizinde köpürdüm 
Başkaldırıyorum  
Ben bir namlu ağzıyım 
Omuz vermiş halkına 
Başkaldırıyorum işte hey !
Herkes varsın farkına"
Ahmet Kaya,Başım Belada,Dinle Sevgili Ülkem,"Bugün düsünemiyeceğin kadar başım belada, 
Köşe başları tutulmuş üstelik yağmur yağmada 
İler-tutar yani yok (x2)
Fişlenmişim adım-eşkalim bilinmekte 
Üstelik göğsümde, yani tam şuramda 
Kirli sakalıyla, bir eşkiya gezinmekte
Başım belada, Adamın biri vurulmuş sokakta 
Cebinde adresim bulunmuş, Başım belada 
Tabancamı unutmuşum helada,
Nerden baksan tutarsızlık (x2)
Nerden baksan ahmakça!
Başım belada,üzerime kan sıçramış doğarken
uykularım yarıda kalmış, başım belada
senelerce kuralsız yaşamışım,
nere gitsem çaresi yok (x2)
nere gitsem çaresi yok yanmışım Sevdim inanamayacağın kadar seni esmer kız 
Kirpiklerimde çırpınan şu tuzlu gözyaşında,
İhanetin adı yok(x2) 
Neylersin ki çember daralmakta
Şimdilik hoşçakal yaban çiçeğim,
Yasal mermisiyle bir komiser yaklaşmakta
Başım belada, Adamın biri vurulmuş sokakta 
Cebinde adresim bulunmuş, Başım belada 
Tabancamı unutmuşum helada,
Nerden baksan tutarsızlık (x2)
Nerden baksan ahmakça!
Başım belada,üzerime kan sıçramış doğarken
uykularım yarıda kalmış, başım belada
senelerce kuralsız yaşamışım,
nere gitsem çaresi yok (x2)
nere gitsem çaresi yok yanmışım
Başım belada(!)"
Ahmet Kaya,Ben Anadoluyum,Resitaller,"Kaç bin yıldır yağmur akar gözlerimden
Yinede ıslanmadı bir tek gün bile kirpiklerim
Kapına geldim beni bağışla
Kapına geldim
Nergislerini ateşe verdiler biliyorum
Hasretim acım sancım
Oy gene yandım gene yandım
Temmuz ekinlerine yüzüm süreyim
Yemin edeyimki sana
Köyünü ben ateşe vermedim Kıyamadım sana
Artık sıkıldım arlandım usandım
İçim dışım kayıp doluyum
Ben anadoluyum
Gözlerindenmi öpeyim ille
Ağzım ağlıyor
Beni unutma"
Ahmet Kaya,Ben Beni,Resitaller,"Seyyah oldum pazar pazar dolaştım
Bir tüccara satamadım ben beni
Koyun oldum kuzum ile meleştim
Bir sürüye katamadım ben beni
Ben beni, kendimi, canımı özümü
Dostlar beni bir kazana koydular
40 yıl yandım daha çiğdir dediler
Ölceğimi gram gram yediler
Bir kantarada tartamadım ben beni
Ben beni, kendimi, canımı özümü
Deli gönlüm aktı gitti engine
Çok boyandım cok çiçekler rengine
Bir mahsuni demiş oldum kendime
Olmaz olsun atamadım ben beni
Ben beni, kendimi, canımı özümü"
Ahmet Kaya,Benden Selam Söyleyin,Yetiş Nerdesin,"Yağmurdan çıkar gelirdim
Başımı öne eğerdim
İşsizdim biliyordun
Çaresizdim biliyordun
Yine de çok seviyordun
Ya sonra?
Benden selam söyleyin,
O nazlı sevgiliye
Tutsakmış da ne olmuş
Demiş birisine
Benden selam söyleyin
O nazlı gözlerime
Unutamadım unutamadım Acı tatlı günlerimiz
Oldu elbette (bizim de)
Anlatırdım gülerdin
Gözlerimden öperdin
Bu günler geçecek derdin
Ya sonra?
Benden selam söyleyin,
O nazlı sevgiliye
Hapismiş de ne olmuş
Demiş birisine
Benden selam söyleyin
O nazlı gözlerime
Unutamadım unutamadım"
Ahmet Kaya,Beni Bul Anne,Dinle Sevgili Ülkem,"Dün gece gördüm düşümde 
Seni özledim anne
Elin yine ellerimde
Gözlerin ağlamaklı
Gözyaşlarını sildim anne
Camlar düştü yerlere
Elim elim kan içinde
Yanıma gel yanıma anne
İki yanımda iki polis
Ellerim kelepçede Beni bul beni bul anne
Dün gece gördüm düşümde 
Seni özledim anne
Gözlerinden akan bendim
Düştüm göğsüne
Söyle canın yandımı anne
Camlar düştü yerlere
Elim elim kan içinde
Yanıma gel yanıma anne"
Ahmet Kaya,Beni Tarihle Yargıla,Baş Kaldırıyorum,"Titrek bir mum alevinin havaya bıraktığı bulanık bir is
Ve göz gözü görmez bir sis değildik biz
Beni bilimle anla iki gözüm , felsefeyle anla
Ve tarihle yargıla
Bal değildir ölüm bana , idam gül değildir bana 
Geceler çok karanlık , gel düşümdeki sevgilim    
Ay ışığı yedir bana
Ahhben hasrete tutsağım , hasretler tutsak bana
Bıyığımdan gül sarkmaz , bıyık bırakmak yasak bana
Mahpus bana, sus bana , yağlık ilmek boynuma
Sevgili yerine , koynuma idamlar alır, idamlar alır yatarım
Ve sonra sabırla beklerim , bulutları çekersiniz üstümden
Suçsuzluğumun yargılayıcılarını yargılarsınız
Ve o güzel geleceği getirirsiniz bana
Ölüm tanımaz işte o zaman sevgim
Tırnaklarımı geçirip toprağın sırtına, doğrulurum
Gözlerimde güneş koşar
Ve çiçekler ekersiniz, çiçekler ekersiniz toprağıma
Duygu bana, öykü bana , roman gibi her an bana  
Hücremde yalnızım gel , gel düşümdeki sevgilim  
Soyunup hazırlan bana                           
Biraz sonra asmaya götürecekler beni
Biraz sonra dalımdan koparıp öldürecekler beni
Hoşçakalın sevdiklerim
Dört mevsim , yedi kıta , mavi gök , bütün doğa hoşçakalın
Hoşçakalın sevdalılar
Çocuklar , üniversiteliler , genç kızlar
Sonsuz uzay , gezegenler ve yıldızlar , hoşçakalın
Hoşçakalın senfoniler, oyun havaları
Sevda türküleri ve şiirler
Bildirilerimizin ve seslerimizin yankılandığı şehirler
Dağlarında yürüdüğümüz toprak Yalın ayak eylem adımlarıyla geçtiğimiz nehirler hoşçakalın
Hoşçakalın ağız tatları , sıcak çorbam , çayım , sigaram
Havalandırma sıram , banyo sıram, kelepçe sıram
Parkamı , kazağımı , eldivenlerimi , ayakkabılarımı
Ve kalemimi , ve saatimi
Ve kavgamı bıraktığım sevgili dostlar
Hoşçakalın , hoşçakalın
Dostum bana , sevdam bana , soluğunu geçir bana  
Uyku tutmuyor gözüm , anılar sıraya girdi        
Gel anne süt içir bana                           
Hoşçakalın anılarımı bıraktığım insanlar
Mutluluğu için dövüştüğüm insanlar
Yedi bölge, dört deniz , yedi iklim , altmış yedi şehir
Okullar , mahalleler , köprüler , tren yolları
Deniz kıyıları , balıkçı motorları , takalar
Asfalt yolları boyu dizilmiş fabrikalar
Ve işçiler ve köylüler  hoşçakal ülkem
Hoşçakal anne , hoşçakal baba , kardeşim
Hoşçakal sevgilim , hoşçakal dünya
Hoşçakalın dünyanın bütün halkları
Sınırlı olmayan mekâna
Sınırlı olmayan zamana gidiyorum ben
En sevda halimle , en yaşayan halimle , gidiyorum dostlarım
Hoşçakalın , hoşçakalın
Beni yaşamımla sorgula iki gözüm
Beni yüreğimle , beni özümle
Bilimle anla beni , felsefeyle anla beni
Tarihle anla beni , ve öyle yargıla"
Ahmet Kaya,Beni Vur,Beni Bul,"Bir ince pusudayım, 
Yolumun üstü engerek 
Bir garip akşamdayım,
Sırtımı gözler tüfek
Ben senin sokağına ulaşamam dardayım, 
O mazlum gözlerine bakamam firardayım
Oysa ben bu gece yüreğim elimde, 
Sana bir sırrımı söylecektim
Şu mermi içimi delmeseydi eğer,
Seni alıp götürecektim! 
Beni vur beni onlara verme,
Külümü al uzak yollara savur,
Dağılsın dağlara dağılsın bu sevdamız, 
Ama sen ağlama dur
Beni vur beni onlara verme,
Külümü al uzak yollara savur, 
Dağılsın dağlara dağılsın bu öykümüz,
Ama sen ağlama dur Bir ince pusudayım, 
Bu gece zehir zemberek 
Bir yolun sonundayım, 
Sessizce tükenerek 
Ah senin ellerine uzanamam yerdeyim,
O masum hayallere varamam ölmekteyim 
Oysa ben bu gece yüreğim elimde, 
Sana bir sırrımı söylecektim 
Şu mermi içimi delmeseydi eğer, 
Seni alıp götürecektim!
Beni vur beni onlara verme,
Külümü al uzak yollara savur,
Dağılsın dağlara dağılsın bu sevdamız, 
Ama sen ağlama dur
Beni vur beni onlara verme,
Külümü al uzak yollara savur,
Dağılsın dağlara dağılsın bu öykümüz,
Ama sen ağlama dur"
Ahmet Kaya,Bir Acayip Adam,Başım Belada,"Suphi Suphi bir acayip adam 
Suphi Suphi benim canım ciğerim
Kimse bilmez nereli olduğunu
Suphi Suphi bir acayip adam 
Suphi Suphi susar akşam oldumu
Bir cebinde daskapital
Bir cebinde daskapital
Bir cebinde kenevir tohumu
Suphi Suphi bir acayip adam 
Suphi Suphi benim canım ciğerim
Fırtınadan arta kalmış bir teknede tevekkül içinde
Görkemli sakalı ve iğreti parkasıyla gizlediği macerasıyla 
Bir acayip adam yaşardı
Akşamları susardı ben konuşsam kızardı bir eski zamandı 
Hazirandı
Çocuktum evden kaçmıştım gelip ona sığınmıştım
Küçücük bir koydu sığdı burayı keşfeden belki oydu
Uzaktan kasabanın ışıkları yanardı içim anneyle dolardı 
ağlardım
Suphi şöyle bir gözatardı Gizli bir cigara sarardı ağlardı
Sonra barışırdık ben flüt çalardım cigara sönerdi ağlardık
Nerden geldiğini bilmezdim kimsesizdi belki kimliksizdi
Onun macerası onu ilgilendirirdi kimseye ilişmezdi
Birşeylere küfrederdi hep tedirgin bir balık gibi uyurdu
Bazen kaybolurdu arardım yağmurun altında dururdu Bir kalın kitabı vardı cebinde dururdu hergün okurdu
Ben bişey anlamazdım kapağını seyreder duymazdım
Sakallı bir resimdi kimdi ne kadar mütebessimdi
Sordum birgün Suphi'ye söylediklerini niye anlamıyorum diye
""Bildiklerini dedi yüzleştir hayatla ve sınamaktan korkma
doğruyla yanlışı o zaman ayırabilirsin ve onu 
anlayabilirsin""
Sonra gülerdi günlerim yüzlerce ayrıntıyı merak etmekle 
geçerdi
Sonra yine akşam olurdu Suphi susardı ben konuşsam kızardı
Tekneye martılar konardı yüreğim Suphiye yanardı ağlardım
Suphi denize tükürürdü gökyüzünü tarardı ağlardı
Sonra barışırdık ben flüt çalardım ağlardık
Bir sürgün kasabasıydı bir eski zamandı Hazirandı
Çocuktum evden kaçmıştım gelip ona sığınmıştım
Birgün aksilik oldu annem beni buldu Suphi kaçıp kayboldu
Kasaba çalkalandı olay oldu ben sustum kanım dondu
Polisler onu bulduğunda tekti Felaketti herkes meydanda 
birikti
Karakoldan içeri girerken sanki mağrur bir tüfekti
Ansızın bana dönüp baktı Anladın mı dedi anladım dedim 
anladım
Ve o günden sonra hiçbir zaman hiçbir yerde hiç ağlamadım"
Ahmet Kaya,Bir Anka Kuşu,Dokunma Yanarsın,"Yüzlerce soğuk namlu üzerime çevrildi
Yüzlerce demir tetik aynı anda gerildi
Anne beni söğüdün gölgesinde vurdular
Öpmeye kıyamadığın oğlun yere serildi
Üşüştü birer birer çakallar üzerime
Üşüştü her bir yandan göğsüme ciğerime
Anne beni leş gibi yiyip talan ettiler
Teşhis edilmek için savurdular dövdüler
Şiir
Yeryüzündeki acıların hepsini,  hepsini tattım heder oldum
Ekmeğime tütün kattım,  beni milyon kere yaktılar üstüste
Bir anka kuşu gibi anne,  bir anka kuşu gibi
Kendimi külümden  yarattım
Geceler tanır beni,  konarım göçerim ben
Geceler tanır beni,  kan damlar içerimden
Anne sen beni unut,  karanlıkğın bağrında Kırmızılar ekerim,  siyahlar biçerim ben
Suç üstü yakalandım,  bölüşürken kalbimi
Suç üstü kelepçeyle,  yardılar bileğimi
Anne ben diyar diyar,  umudun savaşçısı
Bir tutam sevgi için,  dağladım gözlerimi
Şiir
Prometustum çiviyle çakılırken taşlara
Ciğerimi kartallara yedirdim,  sparta küstüm köleliğin
Çığlığında,  aslanlara yem oldum tükendim,  kör kuyuların
Dibinde yusuftum,  kerbela çölünde hüseyin,  zindanlarda
Cem sultan sehpada pir sultan,  kaçıncı ölmem kaçıncı
Dirilmem bu tanrılardan ateş çaldım yüzyıllarca tutuştum
Üstüste yandım bir anka kuşu gibi anne
Bir anka kuşu gibi,  kendimi külümden yarattım"
Ahmet Kaya,Bir De Sen Gitme,Yetiş Nerdesin,"Akşamlar böyle biter
Hep böyle dertli biter
Evli evine gider
Kuşlar yuvaya döner
Bir de sen gitme
Bir de sen gitme
Bir de sen gitme
İçimden
Yaralıyım ben Giden bu yolculardan
En çok ben şanssızım
Ne kadar çok yaşadıysam
O kadar çok yalnızım
Biraz da sen ağla
Biraz da sen ağla
Ölürken bile hasretim sana
Bir tek sen anla"
Ahmet Kaya,Bir Minik Kız Çocuğu,Dokunma Yanarsın,"Ona hergün ratlardım kuyruğun bir ucunda 
Bir minibüs parası sımsıkı avucunda 
Uykusuna doymamış kırpışan gözleriyle 
Anlarsa baktığımı başı inerdi öne 
Bildiğim kadarıyla ölmüş anne-babası 
Okulundan koparıp işe koymuş ablası 
Ne rüyalar görürdü kim bilir yol boyunca 
Hep gülümserdi yüzü ansızın uyanınca 
Bir minik kız çocuğu saçları darmadağın 
Yollarda yalın ayak üşürüşür üşür elleri 
Meraklandım bir kaç gün durakta görmeyince 
Tanıyanlar söyledi inanmadım ilk önce Dalmış bir gün rüyaya mavi önlük içinde 
Fabrika değil sanki bir okul bahçesinde 
İşte o an dişliler kapmış iki elini 
Böyle ödemiş yavrum rüyanın bedelini 
Tebessüm donup kalmış ağzının kenarında 
Soluvermiş minik kız henüz ilk baharında 
Bir minik kız çocuğu bir minik kuş yüreği 
Ölümün kucağında üşür üşür üşür elleri"
Ahmet Kaya,Bir Veda Havası,Yorgun Demokrat,"Vakit tamam seni terk ediyorum 
Bütün alışkanlıklardan öteye
Yorumsuz bir hayatı seçiyorum
Doymadım inan kanmadım sevgiye
Korkulu geceleri sayar gibi
Birdenbire bir yıldız kayar gibi 
Ellerim kurtulacak ellerinden
Bir kuru dal ağaçtan kopar gibi
Aşksa bitti gül ise hiç dermedik
Bul kendine kuytularda hadi dal
Seninle bir bütün olabilirdik
Hoşçakal gözümün nuru, hoşçakal
Hoşçakal canımın içi, hoşçakal
Vakit tamam seni terk ediyorum Bu incecik bir veda havasıdır
Parmak uçlarına değen sıcaklığı
İncinen bir hayatın yarasıdır
Kalacak tüm izlerin hayatımda
Gözümden bir damla yaş aktığında
Bir yer bulabilsem seni hatırlatmayan
Kan tarlası gelincik şafağında
Ölümse korktun savaşsa hep kaçtın
Vur kendini korkularda hadi al
Sen bir suydun sen bir ilaçtın 
Hoşçakal canımın içi, hoşçakal
Hoşçakal iki gözüm, hoşçakal
Sen bir suydun sen bir ilaçtin
Hoşçakal gözümün nuru, hoşçakal
Hoşçakal iki gözüm, hoşça kal"
Ahmet Kaya,Biraz Da Sen Ağla,Resitaller,"Akşamlar böyle biter
Hep böyle dertli biter
Evli evine gider
Kuşlar yuvaya döner
Bir de sen gitme
Bir de sen gitme içimden
Yaralıyam ben
Giden bu yolculardan
En çok ben şanssızım
Ne kadar çok yaşadıysam
O kadar çok yanlızım
Biraz da sen agla
Ölürken bile hasretimden sana
Bir tek sen anla"
Ahmet Kaya,Birazdan Kudurur Deniz,Dinle Sevgili Ülkem,"Birazdan kudurur deniz
Birazdan dalgaların sırtından
Üst üste fışkıran rüzgarlar
Bir intikam gibi saldırınca üstüne
Yüzüne şarkılar çarpar, yüzüne şiirler çarpar, ağlarsın
Sen artık, sen artık buralarda duramazsın
""Artık sazın bağrı mı olur
Kimsenin bilmediği bir ağrı mı
Gider kendine gömülürsün 
Yoksa bu şehir bu sokaklar 
Seni alır kullanır seni alır kullanır
Santim santim çürürsün"" Bazen bir uçurum kalır
Bazen de martıların ardından
Velvele koparan bir leş kalır
Bir intihar gibi puşt olunca sevdalar
Sırtını duvara yaslar, sırtını ağaca yaslar susarsın
Sen artık hiçbir sözü, hiçbir sözü kaldıramazsın
Şimdi bir yeni sevda mı olur 
Kimsenin kapını çalmadığı bir inziva mı
Tutar sıfırdan başlarsın
Yoksa bu ilişkiler bu zaaflar 
Seni yiyip bitirir, seni yiyip bitirir
Dirhem dirhem azalırsın"
Ahmet Kaya,Biz Üç Kişiydik,Dokunma Yanarsın,"Biz üç kişiydik; Bedirhan, Nazlıcan ve ben
Üç ağız, üç yürek, üç yeminli fişek
Adımız bela diye yazılmıştı dağlara taşlara
Boynumuzda ağır vebal, koynumuzda çapraz tüfek
El tetikte kulak kirişte ve sırtımız toprağa emanet
Baldıran acısıyla ovarak üşüyen ellerimizi
Yıldız yorgan altında birbirimize sarılırdık
Deniz çok uzaktaydı ve dokunuyordu yalnızlık
Gece uçurum boylarında, uzak çakal sesleri
Yüzümüze, ekmeğimize, türkümüze çarpar geçerdi
Göğsüne kekik sürerdi Nazlıcan, tüterdi buram buram
Gizlice ona bakardık, yüreğimiz göçerdi
Belki bir çoban kavalında yitirdik Nazlıcan' ı,
Ateşböcekleriyle bir oldu kırpışarak tükendi
Bir narin kelebek ölüsü bırakıp tam ortamıza,
Kurşun gibi, mayın gibi tutuşarak tükendi
Oy Nazlıcan vahşi bayırların maralı
Nazlıcan saçları fırtınayla taralı
Sen de böyle gider miydin yıldızlar ülkesine
Oy Nazlıcan oy can evinden yaralı
Nazlıcan serin yayla çiçeği
Nazlıcan deli dolu heyecan
Göğsümde bir sevda kelebeği
Nazlıcan ah Nazlıcan
Artık yenilmiş ordular kadar eziktik, sahipsizdik
Geçip gittik, parka ve yürek paramparça Gerisi ölüm duygusu, gerisi sağır sessizlik,
Geçip gittik, Nazlıcan boşluğu aramızda
Bedirhan'ı bir gedikte sırtından vurdular
Yarıp çıkmışken nice büyük ablukaları
Omuzdan kayan bir tüfek gibi usulca
Titredi ve iki yana düştü kolları
Ölüm bir ısırgan otu gibi sarmıştı her yanını
Devrilmiş bir ağaçtı ay ışığında gövdesi
Uzanıp bir damla yaş ile dokundum kirpiklerine
Göğsümü çatlatırken nabzımın tükenmiş sesi
Sanki bir şakaydı bu, birazdan uyanacaktı,
Birazdan ateşi karıştırıp bir cigara saracaktı
Oysa ölüm sadık kalmıştı randevusuna ah
O da Nazlıcan gibi bir daha olmayacaktı
Ey Bedirhan; katran gecelerin heyulası,
Ey Bedirhan; kancık pusuların belası
Sen de böyle bitecek adam mıydın, konuşsana
Ey Bedirhan ey mezarı kartal yuvası
Bedirhan mor dağların kaçağı
Bedirhan mavi gözleri şahan
Zulamda suskun gece bıçağı
Bedirhan ah Bedirhan
Biz üç kişiydik
Üç intihar çiçeği
Bedirhan, Nazlıcan ve ben
Suphi"
Ahmet Kaya,Bize Kalan,Dosta Düşmana Karşı,"Bize kalan insanlığa bırakmak
İstediğimiz değildi
Binlerce fidan ektik halkın çölüne
Su vermediler eğildi
Bizim eskiden öfkelerimiz vardı
Kızaran yanakları öpmelere utandık
Sonra suç olmak girdi araya
Bizim eskiden umutlarımız vardı
Yıkılan duvarların gövdesine yaşlandık
Sonra yanılmak girdi araya
Bize kir bize pas bize tortusu kaldı
Dostlar tükenip düştüler
Yok olma korkusu kaldı Bizim eskiden gülüşlerimiz vardı
Kırılan yüreklere öylesine dağıttık
Sonra ağlamak girdi araya
Bizim eskiden öfkelerimiz vardı
Tutuşan dağların seherine yar olduk
Sonra vurulmak girdi araya
Bize kan bize ter bize gözyaşı kaldı
Yıllar çiğneyip geçtiler
Yaşama telaşı kaldı"
Ahmet Kaya,Bize Ne Oldu,Şarkılarım Dağlara,"Gece düştüm sokaklara 
Her yerde seni aradım 
Birden karşıma çıktın 
Seni gördüm ağladım 
Yine nekadar iyiydin 
Yine nekadar sıcak 
Oysa neler anlatıyordum içimden 
Artık, diye bilmem imkansız 
Söyle söyle yar bize ne oldu 
Yine gönlüm derbeder oldu İstedim gözünü öpeyim 
Gözlerin düşmanım oldu 
Alışamadım yalnızlığına 
Karanlığa çok uzağım 
Ne olur södürme ışıkları 
Karanlığa alışacağım 
Gitme bu gece, gitme, gitme 
Ne olur kal benimle 
Ağlatmasın şarkılarım ağlatmasın 
Belki bu son gece"
Ahmet Kaya,Bizim Hikayemiz,Ağlama Bebeğim,"Bir güneşti gördüğüm dağlar ardında
Uzanıp gittiğim yollar ateşti sanki
Tuttuğum ellerde dostluk saklı bağrımda
Yürüyüp gittiğim yollar ateşti sanki
Bir volkandı içimizde coşan nehirler
Coştukça umutlar hep taşardı sanki
Ne oldu bizim güneşe neden doğmuyor
Uzun uzak gecelerde sabah olmuyor
İşte bizim hikayemiz hep böyle gider
Umutlar hep gecelerde yol olur gider
İşte bizim hikayemiz burada biter
Aydınlıklar karanlıkta yol olur gider"
Ahmet Kaya,Bu Da Benim Sana,Resitaller,"Şimdi saat sensizin ertesi
Yıldız dolmuş gökyüzü ayaydın
Avutulmuş çocuklar çoktan sustu
Bir ben kaldım bir ben kaldım
Tenhasında gecenin avutulmamış ben
Şimdi gözlerime ağlamayı öğrettin ki bu yaşlar
Utangaç boynunun kolyesi olsun
Buda benim sana buda benim sana ayrılırken hediyem olsun
Soytarılık etmeden güldürebilmek seni
Ekmek çalmadan
Doyurabilmek ve haksızlık etmeden doğan güneşe bütün
Aydınlıları içine süzebilmek gibi mülteci isteklerim oldu
Arasıra biliyorsun
Şimdi iyi niyetlerimi bir bir
Yargılayıp asıyorum
Bu son olsun bu son olsun
Şimdi saat yokluğun belası
Sensiz gelen sabaha günaydın İşi gücü olanlar çoktan gittiler
Bir ben kaldım bir ben kaldım
Voltasında gecenin hiç uyumamış ben
Şimdi gözlerime ağlamayı öğrettin ki bu yaşlar
Utangaç boynunun kolyesi olsun
Buda benim sana buda benim sana ayrılırken hediyem olsun
Kafamı duvara vurmadan tanıyabilmek seni
Beyninin içindekileri anlayabilmek ve yitirmeden yüzündeki
anlık
Tebessümü
Bütün saatleri öylece dondurabilmek için
Çıldırasıya parladım kendimi lanet olsun
Artık sigarayı üç pakete çıkardım günde
Olsun güzelim olsun ne olacaksa olsun"
